subid,tr.num,condition,target_image,dot,gender,age,notes,order,experiment,keep_runsheet,reason_excluded,response,response_onset_type,rt,shift_type,shift_accuracy,shift_accuracy_clean,shift_start_location,keep_et,resp_onset_type_fact
10_20_01,7,face,shoe,10/20/16,m,18-21,wore glasses and it looked like the gaze tracker might have had some trouble because it was bouncing around a lot,1,text,include,NA,center,noun,0.6970000000000001,C_T,correct,correct,center,include,noun
10_20_01,7,face,shoe,10/20/16,m,18-21,wore glasses and it looked like the gaze tracker might have had some trouble because it was bouncing around a lot,1,text,include,NA,center,sentence,2.4370000000000003,C_T,correct,correct,center,include,sentence
10_20_01,8,face,book,10/20/16,m,18-21,wore glasses and it looked like the gaze tracker might have had some trouble because it was bouncing around a lot,1,text,include,NA,distracter,center.fixation,0.2669999999999999,D_C,incorrect,incorrect,not_center,include,center.fixation
10_20_01,8,face,book,10/20/16,m,18-21,wore glasses and it looked like the gaze tracker might have had some trouble because it was bouncing around a lot,1,text,include,NA,center,noun,0.7770000000000001,C_T,correct,correct,center,include,noun
10_20_01,8,face,book,10/20/16,m,18-21,wore glasses and it looked like the gaze tracker might have had some trouble because it was bouncing around a lot,1,text,include,NA,distracter,sentence,0.137,D_C,incorrect,incorrect,not_center,include,sentence
10_20_01,9,face,juice,10/20/16,m,18-21,wore glasses and it looked like the gaze tracker might have had some trouble because it was bouncing around a lot,1,text,include,NA,target,center.fixation,0.2669999999999999,T_D,incorrect,incorrect,not_center,include,center.fixation
10_20_01,9,face,juice,10/20/16,m,18-21,wore glasses and it looked like the gaze tracker might have had some trouble because it was bouncing around a lot,1,text,include,NA,center,noun,0.6970000000000001,C_T,correct,correct,center,include,noun
10_20_01,9,face,juice,10/20/16,m,18-21,wore glasses and it looked like the gaze tracker might have had some trouble because it was bouncing around a lot,1,text,include,NA,target,sentence,0.09699999999999998,T_D,incorrect,incorrect,not_center,include,sentence
10_20_01,10,face,shoe,10/20/16,m,18-21,wore glasses and it looked like the gaze tracker might have had some trouble because it was bouncing around a lot,1,text,include,NA,target,center.fixation,0.7330000000000001,T_C,incorrect,incorrect,not_center,include,center.fixation
10_20_01,10,face,shoe,10/20/16,m,18-21,wore glasses and it looked like the gaze tracker might have had some trouble because it was bouncing around a lot,1,text,include,NA,center,noun,0.6629999999999998,C_T,correct,correct,center,include,noun
10_20_01,10,face,shoe,10/20/16,m,18-21,wore glasses and it looked like the gaze tracker might have had some trouble because it was bouncing around a lot,1,text,include,NA,target,sentence,0.20300000000000007,T_C,incorrect,incorrect,not_center,include,sentence
10_20_01,11,face,cookie,10/20/16,m,18-21,wore glasses and it looked like the gaze tracker might have had some trouble because it was bouncing around a lot,1,text,include,NA,center,center.fixation,2.867,C_T,correct,correct,center,include,center.fixation
10_20_01,11,face,cookie,10/20/16,m,18-21,wore glasses and it looked like the gaze tracker might have had some trouble because it was bouncing around a lot,1,text,include,NA,center,noun,0.6869999999999998,C_T,correct,correct,center,include,noun
10_20_01,11,face,cookie,10/20/16,m,18-21,wore glasses and it looked like the gaze tracker might have had some trouble because it was bouncing around a lot,1,text,include,NA,center,sentence,2.597,C_T,correct,correct,center,include,sentence
10_20_01,12,face,juice,10/20/16,m,18-21,wore glasses and it looked like the gaze tracker might have had some trouble because it was bouncing around a lot,1,text,include,NA,distracter,center.fixation,0.19999999999999996,D_T,incorrect,correct,not_center,include,center.fixation
10_20_01,12,face,juice,10/20/16,m,18-21,wore glasses and it looked like the gaze tracker might have had some trouble because it was bouncing around a lot,1,text,include,NA,center,noun,0.9629999999999996,C_T,correct,correct,center,include,noun
10_20_01,12,face,juice,10/20/16,m,18-21,wore glasses and it looked like the gaze tracker might have had some trouble because it was bouncing around a lot,1,text,include,NA,target,sentence,0.06300000000000017,T_C,incorrect,incorrect,not_center,include,sentence
10_20_01,13,face,banana,10/20/16,m,18-21,wore glasses and it looked like the gaze tracker might have had some trouble because it was bouncing around a lot,1,text,include,NA,target,center.fixation,0.30000000000000004,T_C,incorrect,incorrect,not_center,include,center.fixation
10_20_01,13,face,banana,10/20/16,m,18-21,wore glasses and it looked like the gaze tracker might have had some trouble because it was bouncing around a lot,1,text,include,NA,center,noun,0.0900000000000003,C_D,incorrect,incorrect,center,include,noun
10_20_01,13,face,banana,10/20/16,m,18-21,wore glasses and it looked like the gaze tracker might have had some trouble because it was bouncing around a lot,1,text,include,NA,center,sentence,2.1,C_D,incorrect,incorrect,center,include,sentence
10_20_01,14,face,banana,10/20/16,m,18-21,wore glasses and it looked like the gaze tracker might have had some trouble because it was bouncing around a lot,1,text,include,NA,center,center.fixation,2.967,C_T,correct,correct,center,include,center.fixation
10_20_01,14,face,banana,10/20/16,m,18-21,wore glasses and it looked like the gaze tracker might have had some trouble because it was bouncing around a lot,1,text,include,NA,center,noun,0.4570000000000003,C_T,correct,correct,center,include,noun
10_20_01,14,face,banana,10/20/16,m,18-21,wore glasses and it looked like the gaze tracker might have had some trouble because it was bouncing around a lot,1,text,include,NA,center,sentence,2.467,C_T,correct,correct,center,include,sentence
10_20_01,15,face,juice,10/20/16,m,18-21,wore glasses and it looked like the gaze tracker might have had some trouble because it was bouncing around a lot,1,text,include,NA,target,center.fixation,0.4670000000000001,T_C,incorrect,incorrect,not_center,include,center.fixation
10_20_01,15,face,juice,10/20/16,m,18-21,wore glasses and it looked like the gaze tracker might have had some trouble because it was bouncing around a lot,1,text,include,NA,center,noun,0.7970000000000002,C_T,correct,correct,center,include,noun
10_20_01,15,face,juice,10/20/16,m,18-21,wore glasses and it looked like the gaze tracker might have had some trouble because it was bouncing around a lot,1,text,include,NA,target,sentence,0.29700000000000015,T_C,incorrect,incorrect,not_center,include,sentence
10_20_01,16,face,cookie,10/20/16,m,18-21,wore glasses and it looked like the gaze tracker might have had some trouble because it was bouncing around a lot,1,text,include,NA,target,center.fixation,0.567,T_C,incorrect,incorrect,not_center,include,center.fixation
10_20_01,16,face,cookie,10/20/16,m,18-21,wore glasses and it looked like the gaze tracker might have had some trouble because it was bouncing around a lot,1,text,include,NA,center,noun,0.5869999999999997,C_T,correct,correct,center,include,noun
10_20_01,16,face,cookie,10/20/16,m,18-21,wore glasses and it looked like the gaze tracker might have had some trouble because it was bouncing around a lot,1,text,include,NA,target,sentence,0.29699999999999993,T_C,incorrect,incorrect,not_center,include,sentence
10_20_01,17,face,ball,10/20/16,m,18-21,wore glasses and it looked like the gaze tracker might have had some trouble because it was bouncing around a lot,1,text,include,NA,center,center.fixation,0.2330000000000001,C_T,correct,correct,center,include,center.fixation
10_20_01,17,face,ball,10/20/16,m,18-21,wore glasses and it looked like the gaze tracker might have had some trouble because it was bouncing around a lot,1,text,include,NA,center,noun,0.8600000000000003,C_T,correct,correct,center,include,noun
10_20_01,17,face,ball,10/20/16,m,18-21,wore glasses and it looked like the gaze tracker might have had some trouble because it was bouncing around a lot,1,text,include,NA,target,sentence,0.43699999999999983,T_D,incorrect,incorrect,not_center,include,sentence
10_20_01,18,face,shoe,10/20/16,m,18-21,wore glasses and it looked like the gaze tracker might have had some trouble because it was bouncing around a lot,1,text,include,NA,distracter,center.fixation,0.2330000000000001,D_C,incorrect,incorrect,not_center,include,center.fixation
10_20_01,18,face,shoe,10/20/16,m,18-21,wore glasses and it looked like the gaze tracker might have had some trouble because it was bouncing around a lot,1,text,include,NA,center,noun,0.863,C_T,correct,correct,center,include,noun
10_20_01,18,face,shoe,10/20/16,m,18-21,wore glasses and it looked like the gaze tracker might have had some trouble because it was bouncing around a lot,1,text,include,NA,distracter,sentence,1.3030000000000002,D_T,incorrect,correct,not_center,include,sentence
10_20_01,19,face,banana,10/20/16,m,18-21,wore glasses and it looked like the gaze tracker might have had some trouble because it was bouncing around a lot,1,text,include,NA,distracter,center.fixation,0.33299999999999996,D_C,incorrect,incorrect,not_center,include,center.fixation
10_20_01,19,face,banana,10/20/16,m,18-21,wore glasses and it looked like the gaze tracker might have had some trouble because it was bouncing around a lot,1,text,include,NA,center,noun,0.42300000000000004,C_T,correct,correct,center,include,noun
10_20_01,19,face,banana,10/20/16,m,18-21,wore glasses and it looked like the gaze tracker might have had some trouble because it was bouncing around a lot,1,text,include,NA,center,sentence,2.433,C_T,correct,correct,center,include,sentence
10_20_01,20,face,shoe,10/20/16,m,18-21,wore glasses and it looked like the gaze tracker might have had some trouble because it was bouncing around a lot,1,text,include,NA,center,center.fixation,0.3999999999999999,C_T,correct,correct,center,include,center.fixation
10_20_01,20,face,shoe,10/20/16,m,18-21,wore glasses and it looked like the gaze tracker might have had some trouble because it was bouncing around a lot,1,text,include,NA,center,noun,0.7970000000000002,C_T,correct,correct,center,include,noun
10_20_01,20,face,shoe,10/20/16,m,18-21,wore glasses and it looked like the gaze tracker might have had some trouble because it was bouncing around a lot,1,text,include,NA,center,sentence,2.537,C_T,correct,correct,center,include,sentence
10_20_01,21,face,ball,10/20/16,m,18-21,wore glasses and it looked like the gaze tracker might have had some trouble because it was bouncing around a lot,1,text,include,NA,distracter,center.fixation,0.2330000000000001,D_C,incorrect,incorrect,not_center,include,center.fixation
10_20_01,21,face,ball,10/20/16,m,18-21,wore glasses and it looked like the gaze tracker might have had some trouble because it was bouncing around a lot,1,text,include,NA,center,noun,0.45999999999999996,C_T,correct,correct,center,include,noun
10_20_01,21,face,ball,10/20/16,m,18-21,wore glasses and it looked like the gaze tracker might have had some trouble because it was bouncing around a lot,1,text,include,NA,center,sentence,2.67,C_T,correct,correct,center,include,sentence
10_20_01,22,face,cookie,10/20/16,m,18-21,wore glasses and it looked like the gaze tracker might have had some trouble because it was bouncing around a lot,1,text,include,NA,center,center.fixation,3,C_T,correct,correct,center,include,center.fixation
10_20_01,22,face,cookie,10/20/16,m,18-21,wore glasses and it looked like the gaze tracker might have had some trouble because it was bouncing around a lot,1,text,include,NA,center,noun,0.8199999999999998,C_T,correct,correct,center,include,noun
10_20_01,22,face,cookie,10/20/16,m,18-21,wore glasses and it looked like the gaze tracker might have had some trouble because it was bouncing around a lot,1,text,include,NA,center,sentence,2.73,C_T,correct,correct,center,include,sentence
10_20_01,23,face,ball,10/20/16,m,18-21,wore glasses and it looked like the gaze tracker might have had some trouble because it was bouncing around a lot,1,text,include,NA,target,center.fixation,0.06699999999999995,T_C,incorrect,incorrect,not_center,include,center.fixation
10_20_01,23,face,ball,10/20/16,m,18-21,wore glasses and it looked like the gaze tracker might have had some trouble because it was bouncing around a lot,1,text,include,NA,center,noun,0.5270000000000001,C_T,correct,correct,center,include,noun
10_20_01,23,face,ball,10/20/16,m,18-21,wore glasses and it looked like the gaze tracker might have had some trouble because it was bouncing around a lot,1,text,include,NA,center,sentence,2.737,C_T,correct,correct,center,include,sentence
10_20_01,24,face,ball,10/20/16,m,18-21,wore glasses and it looked like the gaze tracker might have had some trouble because it was bouncing around a lot,1,text,include,NA,center,center.fixation,3.0999999999999996,C_T,correct,correct,center,include,center.fixation
10_20_01,24,face,ball,10/20/16,m,18-21,wore glasses and it looked like the gaze tracker might have had some trouble because it was bouncing around a lot,1,text,include,NA,center,noun,0.5599999999999996,C_T,correct,correct,center,include,noun
10_20_01,24,face,ball,10/20/16,m,18-21,wore glasses and it looked like the gaze tracker might have had some trouble because it was bouncing around a lot,1,text,include,NA,center,sentence,2.7699999999999996,C_T,correct,correct,center,include,sentence
10_20_01,25,text,cookie,10/20/16,m,18-21,wore glasses and it looked like the gaze tracker might have had some trouble because it was bouncing around a lot,1,text,include,NA,center,center.fixation,2.7,C_T,correct,correct,center,include,center.fixation
10_20_01,25,text,cookie,10/20/16,m,18-21,wore glasses and it looked like the gaze tracker might have had some trouble because it was bouncing around a lot,1,text,include,NA,center,noun,0.52,C_T,correct,correct,center,include,noun
10_20_01,25,text,cookie,10/20/16,m,18-21,wore glasses and it looked like the gaze tracker might have had some trouble because it was bouncing around a lot,1,text,include,NA,center,sentence,2.43,C_T,correct,correct,center,include,sentence
10_20_01,26,text,ball,10/20/16,m,18-21,wore glasses and it looked like the gaze tracker might have had some trouble because it was bouncing around a lot,1,text,include,NA,center,center.fixation,3.2670000000000003,C_T,correct,correct,center,include,center.fixation
10_20_01,26,text,ball,10/20/16,m,18-21,wore glasses and it looked like the gaze tracker might have had some trouble because it was bouncing around a lot,1,text,include,NA,center,noun,0.7270000000000003,C_T,correct,correct,center,include,noun
10_20_01,26,text,ball,10/20/16,m,18-21,wore glasses and it looked like the gaze tracker might have had some trouble because it was bouncing around a lot,1,text,include,NA,center,sentence,2.9370000000000003,C_T,correct,correct,center,include,sentence
10_20_01,27,text,cookie,10/20/16,m,18-21,wore glasses and it looked like the gaze tracker might have had some trouble because it was bouncing around a lot,1,text,include,NA,center,center.fixation,2.867,C_T,correct,correct,center,include,center.fixation
10_20_01,27,text,cookie,10/20/16,m,18-21,wore glasses and it looked like the gaze tracker might have had some trouble because it was bouncing around a lot,1,text,include,NA,center,noun,0.6869999999999998,C_T,correct,correct,center,include,noun
10_20_01,27,text,cookie,10/20/16,m,18-21,wore glasses and it looked like the gaze tracker might have had some trouble because it was bouncing around a lot,1,text,include,NA,center,sentence,2.597,C_T,correct,correct,center,include,sentence
10_20_01,28,text,book,10/20/16,m,18-21,wore glasses and it looked like the gaze tracker might have had some trouble because it was bouncing around a lot,1,text,include,NA,center,center.fixation,2.867,C_T,correct,correct,center,include,center.fixation
10_20_01,28,text,book,10/20/16,m,18-21,wore glasses and it looked like the gaze tracker might have had some trouble because it was bouncing around a lot,1,text,include,NA,center,noun,0.7770000000000001,C_T,correct,correct,center,include,noun
10_20_01,28,text,book,10/20/16,m,18-21,wore glasses and it looked like the gaze tracker might have had some trouble because it was bouncing around a lot,1,text,include,NA,center,sentence,2.737,C_T,correct,correct,center,include,sentence
10_20_01,29,text,book,10/20/16,m,18-21,wore glasses and it looked like the gaze tracker might have had some trouble because it was bouncing around a lot,1,text,include,NA,distracter,center.fixation,0.10000000000000009,D_C,incorrect,incorrect,not_center,include,center.fixation
10_20_01,29,text,book,10/20/16,m,18-21,wore glasses and it looked like the gaze tracker might have had some trouble because it was bouncing around a lot,1,text,include,NA,center,noun,0.5430000000000001,C_D,incorrect,incorrect,center,include,noun
10_20_01,29,text,book,10/20/16,m,18-21,wore glasses and it looked like the gaze tracker might have had some trouble because it was bouncing around a lot,1,text,include,NA,center,sentence,0.20300000000000007,C_T,correct,correct,center,include,sentence
10_20_01,30,text,cookie,10/20/16,m,18-21,wore glasses and it looked like the gaze tracker might have had some trouble because it was bouncing around a lot,1,text,include,NA,center,center.fixation,0.833,C_T,correct,correct,center,include,center.fixation
10_20_01,30,text,cookie,10/20/16,m,18-21,wore glasses and it looked like the gaze tracker might have had some trouble because it was bouncing around a lot,1,text,include,NA,center,noun,0.52,C_T,correct,correct,center,include,noun
10_20_01,30,text,cookie,10/20/16,m,18-21,wore glasses and it looked like the gaze tracker might have had some trouble because it was bouncing around a lot,1,text,include,NA,center,sentence,0.563,C_T,correct,correct,center,include,sentence
10_20_01,31,text,ball,10/20/16,m,18-21,wore glasses and it looked like the gaze tracker might have had some trouble because it was bouncing around a lot,1,text,include,NA,center,center.fixation,0.3999999999999999,C_T,correct,correct,center,include,center.fixation
10_20_01,31,text,ball,10/20/16,m,18-21,wore glasses and it looked like the gaze tracker might have had some trouble because it was bouncing around a lot,1,text,include,NA,center,noun,0.6269999999999998,C_T,correct,correct,center,include,noun
10_20_01,31,text,ball,10/20/16,m,18-21,wore glasses and it looked like the gaze tracker might have had some trouble because it was bouncing around a lot,1,text,include,NA,target,sentence,1.237,T_C,incorrect,incorrect,not_center,include,sentence
10_20_01,32,text,banana,10/20/16,m,18-21,wore glasses and it looked like the gaze tracker might have had some trouble because it was bouncing around a lot,1,text,include,NA,target,center.fixation,0.19999999999999996,T_C,incorrect,incorrect,not_center,include,center.fixation
10_20_01,32,text,banana,10/20/16,m,18-21,wore glasses and it looked like the gaze tracker might have had some trouble because it was bouncing around a lot,1,text,include,NA,center,noun,0.0900000000000003,C_T,correct,correct,center,include,noun
10_20_01,32,text,banana,10/20/16,m,18-21,wore glasses and it looked like the gaze tracker might have had some trouble because it was bouncing around a lot,1,text,include,NA,distracter,sentence,0.4670000000000001,D_C,incorrect,incorrect,not_center,include,sentence
10_20_01,33,text,book,10/20/16,m,18-21,wore glasses and it looked like the gaze tracker might have had some trouble because it was bouncing around a lot,1,text,include,NA,center,center.fixation,0.06699999999999995,C_D,incorrect,incorrect,center,include,center.fixation
10_20_01,33,text,book,10/20/16,m,18-21,wore glasses and it looked like the gaze tracker might have had some trouble because it was bouncing around a lot,1,text,include,NA,target,noun,0.11000000000000032,T_C,incorrect,incorrect,not_center,include,noun
10_20_01,33,text,book,10/20/16,m,18-21,wore glasses and it looked like the gaze tracker might have had some trouble because it was bouncing around a lot,1,text,include,NA,distracter,sentence,0.3370000000000002,D_C,incorrect,incorrect,not_center,include,sentence
10_20_01,34,text,juice,10/20/16,m,18-21,wore glasses and it looked like the gaze tracker might have had some trouble because it was bouncing around a lot,1,text,include,NA,center,center.fixation,2.633,C_D,incorrect,incorrect,center,include,center.fixation
10_20_01,34,text,juice,10/20/16,m,18-21,wore glasses and it looked like the gaze tracker might have had some trouble because it was bouncing around a lot,1,text,include,NA,center,noun,0.363,C_D,incorrect,incorrect,center,include,noun
10_20_01,34,text,juice,10/20/16,m,18-21,wore glasses and it looked like the gaze tracker might have had some trouble because it was bouncing around a lot,1,text,include,NA,center,sentence,2.463,C_D,incorrect,incorrect,center,include,sentence
10_20_01,35,text,juice,10/20/16,m,18-21,wore glasses and it looked like the gaze tracker might have had some trouble because it was bouncing around a lot,1,text,include,NA,center,center.fixation,2.7,C_T,correct,correct,center,include,center.fixation
10_20_01,35,text,juice,10/20/16,m,18-21,wore glasses and it looked like the gaze tracker might have had some trouble because it was bouncing around a lot,1,text,include,NA,center,noun,0.43000000000000016,C_T,correct,correct,center,include,noun
10_20_01,35,text,juice,10/20/16,m,18-21,wore glasses and it looked like the gaze tracker might have had some trouble because it was bouncing around a lot,1,text,include,NA,center,sentence,2.5300000000000002,C_T,correct,correct,center,include,sentence
10_20_01,36,text,juice,10/20/16,m,18-21,wore glasses and it looked like the gaze tracker might have had some trouble because it was bouncing around a lot,1,text,include,NA,target,center.fixation,0.43300000000000005,T_C,incorrect,incorrect,not_center,include,center.fixation
10_20_01,36,text,juice,10/20/16,m,18-21,wore glasses and it looked like the gaze tracker might have had some trouble because it was bouncing around a lot,1,text,include,NA,center,noun,0.3969999999999998,C_T,correct,correct,center,include,noun
10_20_01,36,text,juice,10/20/16,m,18-21,wore glasses and it looked like the gaze tracker might have had some trouble because it was bouncing around a lot,1,text,include,NA,target,sentence,0.2630000000000001,T_C,incorrect,incorrect,not_center,include,sentence
10_20_01,37,text,shoe,10/20/16,m,18-21,wore glasses and it looked like the gaze tracker might have had some trouble because it was bouncing around a lot,1,text,include,NA,center,center.fixation,2.933,C_T,correct,correct,center,include,center.fixation
10_20_01,37,text,shoe,10/20/16,m,18-21,wore glasses and it looked like the gaze tracker might have had some trouble because it was bouncing around a lot,1,text,include,NA,center,noun,0.6629999999999998,C_T,correct,correct,center,include,noun
10_20_01,37,text,shoe,10/20/16,m,18-21,wore glasses and it looked like the gaze tracker might have had some trouble because it was bouncing around a lot,1,text,include,NA,center,sentence,2.4029999999999996,C_T,correct,correct,center,include,sentence
10_20_01,38,text,juice,10/20/16,m,18-21,wore glasses and it looked like the gaze tracker might have had some trouble because it was bouncing around a lot,1,text,include,NA,center,center.fixation,2.667,C_D,incorrect,incorrect,center,include,center.fixation
10_20_01,38,text,juice,10/20/16,m,18-21,wore glasses and it looked like the gaze tracker might have had some trouble because it was bouncing around a lot,1,text,include,NA,center,noun,0.3969999999999998,C_D,incorrect,incorrect,center,include,noun
10_20_01,38,text,juice,10/20/16,m,18-21,wore glasses and it looked like the gaze tracker might have had some trouble because it was bouncing around a lot,1,text,include,NA,center,sentence,2.497,C_D,incorrect,incorrect,center,include,sentence
10_20_01,39,text,banana,10/20/16,m,18-21,wore glasses and it looked like the gaze tracker might have had some trouble because it was bouncing around a lot,1,text,include,NA,center,center.fixation,2.833,C_T,correct,correct,center,include,center.fixation
10_20_01,39,text,banana,10/20/16,m,18-21,wore glasses and it looked like the gaze tracker might have had some trouble because it was bouncing around a lot,1,text,include,NA,center,noun,0.3230000000000004,C_T,correct,correct,center,include,noun
10_20_01,39,text,banana,10/20/16,m,18-21,wore glasses and it looked like the gaze tracker might have had some trouble because it was bouncing around a lot,1,text,include,NA,center,sentence,2.333,C_T,correct,correct,center,include,sentence
10_20_01,40,text,cookie,10/20/16,m,18-21,wore glasses and it looked like the gaze tracker might have had some trouble because it was bouncing around a lot,1,text,include,NA,target,center.fixation,0.133,T_C,incorrect,incorrect,not_center,include,center.fixation
10_20_01,40,text,cookie,10/20/16,m,18-21,wore glasses and it looked like the gaze tracker might have had some trouble because it was bouncing around a lot,1,text,include,NA,center,noun,0.48699999999999966,C_T,correct,correct,center,include,noun
10_20_01,40,text,cookie,10/20/16,m,18-21,wore glasses and it looked like the gaze tracker might have had some trouble because it was bouncing around a lot,1,text,include,NA,center,sentence,0.563,C_D,incorrect,incorrect,center,include,sentence
10_20_01,41,text,shoe,10/20/16,m,18-21,wore glasses and it looked like the gaze tracker might have had some trouble because it was bouncing around a lot,1,text,include,NA,distracter,center.fixation,0.8999999999999999,D_C,incorrect,incorrect,not_center,include,center.fixation
10_20_01,41,text,shoe,10/20/16,m,18-21,wore glasses and it looked like the gaze tracker might have had some trouble because it was bouncing around a lot,1,text,include,NA,distracter,noun,0.7970000000000002,D_T,incorrect,correct,not_center,include,noun
10_20_01,41,text,shoe,10/20/16,m,18-21,wore glasses and it looked like the gaze tracker might have had some trouble because it was bouncing around a lot,1,text,include,NA,distracter,sentence,0.3699999999999999,D_C,incorrect,incorrect,not_center,include,sentence
10_20_01,42,text,banana,10/20/16,m,18-21,wore glasses and it looked like the gaze tracker might have had some trouble because it was bouncing around a lot,1,text,include,NA,center,center.fixation,0.567,C_T,correct,correct,center,include,center.fixation
10_20_01,42,text,banana,10/20/16,m,18-21,wore glasses and it looked like the gaze tracker might have had some trouble because it was bouncing around a lot,1,text,include,NA,target,noun,NA,no_shift,NA,incorrect,not_center,include,noun
10_20_01,42,text,banana,10/20/16,m,18-21,wore glasses and it looked like the gaze tracker might have had some trouble because it was bouncing around a lot,1,text,include,NA,target,sentence,0.7669999999999999,T_C,incorrect,incorrect,not_center,include,sentence
10_20_01,43,text,shoe,10/20/16,m,18-21,wore glasses and it looked like the gaze tracker might have had some trouble because it was bouncing around a lot,1,text,include,NA,center,center.fixation,0.10000000000000009,C_T,correct,correct,center,include,center.fixation
10_20_01,43,text,shoe,10/20/16,m,18-21,wore glasses and it looked like the gaze tracker might have had some trouble because it was bouncing around a lot,1,text,include,NA,center,noun,0.09699999999999998,C_T,correct,correct,center,include,noun
10_20_01,43,text,shoe,10/20/16,m,18-21,wore glasses and it looked like the gaze tracker might have had some trouble because it was bouncing around a lot,1,text,include,NA,distracter,sentence,1.1369999999999998,D_T,incorrect,correct,not_center,include,sentence
10_20_01,44,text,book,10/20/16,m,18-21,wore glasses and it looked like the gaze tracker might have had some trouble because it was bouncing around a lot,1,text,include,NA,target,center.fixation,0.133,T_C,incorrect,incorrect,not_center,include,center.fixation
10_20_01,44,text,book,10/20/16,m,18-21,wore glasses and it looked like the gaze tracker might have had some trouble because it was bouncing around a lot,1,text,include,NA,center,noun,0.04300000000000015,C_T,correct,correct,center,include,noun
10_20_01,44,text,book,10/20/16,m,18-21,wore glasses and it looked like the gaze tracker might have had some trouble because it was bouncing around a lot,1,text,include,NA,center,sentence,0.037000000000000144,C_T,correct,correct,center,include,sentence
10_20_01,45,text,ball,10/20/16,m,18-21,wore glasses and it looked like the gaze tracker might have had some trouble because it was bouncing around a lot,1,text,include,NA,target,center.fixation,0.5,T_C,incorrect,incorrect,not_center,include,center.fixation
10_20_01,45,text,ball,10/20/16,m,18-21,wore glasses and it looked like the gaze tracker might have had some trouble because it was bouncing around a lot,1,text,include,NA,center,noun,0.3599999999999999,C_T,correct,correct,center,include,noun
10_20_01,45,text,ball,10/20/16,m,18-21,wore glasses and it looked like the gaze tracker might have had some trouble because it was bouncing around a lot,1,text,include,NA,target,sentence,0.16999999999999993,T_C,incorrect,incorrect,not_center,include,sentence
10_20_01,46,text,ball,10/20/16,m,18-21,wore glasses and it looked like the gaze tracker might have had some trouble because it was bouncing around a lot,1,text,include,NA,center,center.fixation,0.3999999999999999,C_T,correct,correct,center,include,center.fixation
10_20_01,46,text,ball,10/20/16,m,18-21,wore glasses and it looked like the gaze tracker might have had some trouble because it was bouncing around a lot,1,text,include,NA,center,noun,0.42700000000000005,C_T,correct,correct,center,include,noun
10_20_01,46,text,ball,10/20/16,m,18-21,wore glasses and it looked like the gaze tracker might have had some trouble because it was bouncing around a lot,1,text,include,NA,center,sentence,0.06999999999999984,C_T,correct,correct,center,include,sentence
10_20_01,47,text,banana,10/20/16,m,18-21,wore glasses and it looked like the gaze tracker might have had some trouble because it was bouncing around a lot,1,text,include,NA,center,center.fixation,1.5,C_D,incorrect,incorrect,center,include,center.fixation
10_20_01,47,text,banana,10/20/16,m,18-21,wore glasses and it looked like the gaze tracker might have had some trouble because it was bouncing around a lot,1,text,include,NA,center,noun,0.3230000000000004,C_D,incorrect,incorrect,center,include,noun
10_20_01,47,text,banana,10/20/16,m,18-21,wore glasses and it looked like the gaze tracker might have had some trouble because it was bouncing around a lot,1,text,include,NA,center,sentence,1,C_D,incorrect,incorrect,center,include,sentence
10_20_01,48,text,shoe,10/20/16,m,18-21,wore glasses and it looked like the gaze tracker might have had some trouble because it was bouncing around a lot,1,text,include,NA,center,center.fixation,1.633,C_T,correct,correct,center,include,center.fixation
10_20_01,48,text,shoe,10/20/16,m,18-21,wore glasses and it looked like the gaze tracker might have had some trouble because it was bouncing around a lot,1,text,include,NA,center,noun,0.1299999999999999,C_D,incorrect,incorrect,center,include,noun
10_20_01,48,text,shoe,10/20/16,m,18-21,wore glasses and it looked like the gaze tracker might have had some trouble because it was bouncing around a lot,1,text,include,NA,center,sentence,1.103,C_T,correct,correct,center,include,sentence
10_20_01,49,bullseye,book,10/20/16,m,18-21,wore glasses and it looked like the gaze tracker might have had some trouble because it was bouncing around a lot,1,text,include,NA,target,center.fixation,0.4670000000000001,T_C,incorrect,incorrect,not_center,include,center.fixation
10_20_01,49,bullseye,book,10/20/16,m,18-21,wore glasses and it looked like the gaze tracker might have had some trouble because it was bouncing around a lot,1,text,include,NA,distracter,noun,0.07699999999999996,D_C,incorrect,incorrect,not_center,include,noun
10_20_01,49,bullseye,book,10/20/16,m,18-21,wore glasses and it looked like the gaze tracker might have had some trouble because it was bouncing around a lot,1,text,include,NA,target,sentence,0.3370000000000002,T_C,incorrect,incorrect,not_center,include,sentence
10_20_01,50,bullseye,juice,10/20/16,m,18-21,wore glasses and it looked like the gaze tracker might have had some trouble because it was bouncing around a lot,1,text,include,NA,distracter,center.fixation,0.8999999999999999,D_C,incorrect,incorrect,not_center,include,center.fixation
10_20_01,50,bullseye,juice,10/20/16,m,18-21,wore glasses and it looked like the gaze tracker might have had some trouble because it was bouncing around a lot,1,text,include,NA,target,noun,0.6970000000000001,T_C,incorrect,incorrect,not_center,include,noun
10_20_01,50,bullseye,juice,10/20/16,m,18-21,wore glasses and it looked like the gaze tracker might have had some trouble because it was bouncing around a lot,1,text,include,NA,distracter,sentence,0.73,D_C,incorrect,incorrect,not_center,include,sentence
10_20_01,51,bullseye,cookie,10/20/16,m,18-21,wore glasses and it looked like the gaze tracker might have had some trouble because it was bouncing around a lot,1,text,include,NA,distracter,center.fixation,0.10000000000000009,D_T,incorrect,correct,not_center,include,center.fixation
